Name,Directory,Image,size-average,too-big-(>500),too-small-(<20),#nuclei,all-negative,tissue-area,HEMO-HEMO-cells,HEMO-intensity,HEMO-area,HEMO-area/tissue-area,HEMO-particles,HEMO-cells,HEMO-particles/tissue-area,HEMO-cells/tissue-area,DAB-HEMO-cells,DAB-intensity,DAB-area,DAB-area/tissue-area,DAB-particles,DAB-cells,DAB-particles/tissue-area,DAB-cells/tissue-area
,Images,10929IBA1_0021_20190610.TIF,49.41,0,950,474,168,4700160.0,294,228.75594384020968,67929.59861717303,0.01445261408487648,2685,613,0.0005712571486928105,0.0001304210920479303,306,188.42300219566994,166285.34662347208,0.03537865660391818,5663,1615,0.0012048526007625271,0.0003436053240740741
